h3,incidents,avg_on_scene,min_on_scene,max_on_scene,geometry
882830a35dfffff,87,19.64367816091954,0.0,200.0,"POLYGON ((-122.67038295735541 38.01132919796624, -122.66591498738423 38.01487605024259, -122.66737512766973 38.01955094513322, -122.67330357393146 38.02067880090513, -122.67777132412498 38.017131833586824, -122.67631084788333 38.01245712554837, -122.67038295735541 38.01132919796624))"
882830a405fffff,1,17.0,17.0,17.0,"POLYGON ((-122.87160875880454 38.137226553277486, -122.86714820537718 38.140776948667394, -122.8686172806988 38.14544093467807, -122.87454724301621 38.146554337524734, -122.87900757174857 38.14300382844116, -122.87753816290771 38.138340030214245, -122.87160875880454 38.137226553277486))"
882830a407fffff,25,24.0,0.0,200.0,"POLYGON ((-122.87900757174857 38.14300382844116, -122.87454724301621 38.146554337524734, -122.87601666292115 38.15121787212425, -122.88194674504417 38.15233070983814, -122.88640684889572 38.14878008711468, -122.88493709555424 38.14411674032687, -122.87900757174857 38.14300382844116))"
882830a411fffff,2,71.0,0.0,142.0,"POLYGON ((-122.90718358711726 38.143902135604584, -122.90272502796151 38.147453364107115, -122.90419545896434 38.15211607140095, -122.91012478215714 38.15322736217952, -122.914583115817 38.149676020170155, -122.91311235182914 38.14501350089868, -122.90718358711726 38.143902135604584))"
882830a423fffff,1,55.0,55.0,55.0,"POLYGON ((-122.86562526633283 38.15365486280113, -122.86116361835991 38.157204878809054, -122.86263271557867 38.16186833727836, -122.86856379454214 38.16298159209272, -122.87302521787835 38.1594314624196, -122.871555786937 38.15476819160699, -122.86562526633283 38.15365486280113))"
882830a425fffff,18,13.666666666666666,0.0,37.0,"POLYGON ((-122.84783306876794 38.15031276362401, -122.84337042471459 38.1538623621647, -122.84483884320392 38.15852645965026, -122.85077023978526 38.15964077106771, -122.85523265960289 38.15609105876866, -122.85376390712405 38.15142714882022, -122.84783306876794 38.15031276362401))"
882830a433fffff,2,19.5,17.0,22.0,"POLYGON ((-122.89081682030336 38.162768696819114, -122.88635639420842 38.16631924349937, -122.88782651443837 38.17098161092618, -122.89375739418522 38.17209324387846, -122.8982175950568 38.16854258368016, -122.89674714145413 38.1638804040573, -122.89081682030336 38.162768696819114))"
882830a439fffff,13,27.153846153846153,0.0,200.0,"POLYGON ((-122.88640684889572 38.14878008711468, -122.88194674504417 38.15233070983814, -122.8834165095237 38.15699379290258, -122.88934671125784 38.158106065413605, -122.89380659004287 38.15455532910407, -122.89233649220948 38.14989243387925, -122.88640684889572 38.14878008711468))"
882830a43bfffff,26,17.807692307692307,0.0,58.0,"POLYGON ((-122.89380659004287 38.15455532910407, -122.88934671125784 38.158106065413605, -122.89081682030336 38.162768696819114, -122.89674714145413 38.1638804040573, -122.90120679498679 38.16032955421552, -122.89973635267025 38.15566711067747, -122.89380659004287 38.15455532910407))"
882830a449fffff,11,20.636363636363637,0.0,42.0,"POLYGON ((-122.88356931118123 38.10436450227002, -122.87911094564296 38.10791565391737, -122.8805799768384 38.11258069309543, -122.88650770673411 38.113694392597814, -122.8909658474611 38.11014312719939, -122.8894964831528 38.105478276059316, -122.88356931118123 38.10436450227002))"
882830a44dfffff,34,21.558823529411764,0.0,46.0,"POLYGON ((-122.87318333533507 38.10680138967959, -122.8687241983781 38.110352238785424, -122.87019289627654 38.11501746590994, -122.87612106447808 38.11613165599182, -122.8805799768384 38.11258069309543, -122.87911094564296 38.10791565391737, -122.87318333533507 38.10680138967959))"
882830a451fffff,2,23.0,13.0,33.0,"POLYGON ((-122.90576031030389 38.12169732952835, -122.9013026197561 38.12524882226722, -122.90277268378756 38.12991250799292, -122.9087007712808 38.13102451286777, -122.91315823646069 38.12747290653958, -122.91168783956442 38.1228094089355, -122.90576031030389 38.12169732952835))"
882830a45dfffff,1,82.0,82.0,82.0,"POLYGON ((-122.89836284723631 38.11592073635028, -122.89390493150613 38.11947211544586, -122.89537465126767 38.12413625244642, -122.9013026197561 38.12524882226722, -122.90576031030389 38.12169732952835, -122.90429025759484 38.117033380621606, -122.89836284723631 38.11592073635028))"
882830a469fffff,1,15.0,15.0,15.0,"POLYGON ((-122.85980460624688 38.11745344526645, -122.85534415105086 38.12100380245673, -122.85681252633799 38.125668954256724, -122.86274169045305 38.126783561084785, -122.86720192129633 38.12323309007894, -122.86573321242646 38.118568126070265, -122.85980460624688 38.11745344526645))"
882830a46bfffff,1,19.0,19.0,19.0,"POLYGON ((-122.86720192129633 38.12323309007894, -122.86274169045305 38.126783561084785, -122.8642104102667 38.13144826181787, -122.87013969447298 38.132562303735455, -122.87459970077784 38.12901171896784, -122.873130647464 38.12434720605407, -122.86720192129633 38.12323309007894))"
882830a489fffff,5,21.2,13.0,46.0,"POLYGON ((-122.93678447931984 38.16699157163448, -122.93232682326192 38.170543253840755, -122.93379863181296 38.17520415353457, -122.93972842912446 38.17631318289858, -122.94418585894363 38.172761387401245, -122.94271371773931 38.1681006758406, -122.93678447931984 38.16699157163448))"
882830a491fffff,1,45.0,45.0,45.0,"POLYGON ((-122.95899000465337 38.18429796569584, -122.95453302786896 38.18784998761334, -122.95600586948733 38.192509530311234, -122.96193602034332 38.19361686288533, -122.96639277033167 38.190064727838724, -122.96491959630937 38.18540537335675, -122.95899000465337 38.18429796569584))"
882830a495fffff,2,45.5,26.0,65.0,"POLYGON ((-122.94860299466632 38.186742089373425, -122.94414524396095 38.19029380879686, -122.94561775299066 38.194953539619625, -122.95154834536369 38.19606136290369, -122.95600586948733 38.192509530311234, -122.95453302786896 38.18784998761334, -122.94860299466632 38.186742089373425))"
882830a4a1fffff,2,16.0,16.0,16.0,"POLYGON ((-122.91003193990178 38.18829920395538, -122.9055716425374 38.19184990114795, -122.90704280801391 38.19651064814337, -122.91297460412981 38.197620510132076, -122.91743467574209 38.19406969959703, -122.91596317703983 38.18940914042541, -122.91003193990178 38.18829920395538))"
882830a4a3fffff,15,13.2,0.0,31.0,"POLYGON ((-122.91743467574209 38.19406969959703, -122.91297460412981 38.197620510132076, -122.91444611428525 38.202280804782866, -122.92037802924506 38.203390101056726, -122.9248378749193 38.19983917723305, -122.92336603162109 38.19517907043378, -122.91743467574209 38.19406969959703))"
882830a4a5fffff,1,47.0,47.0,47.0,"POLYGON ((-122.89963996546021 38.190739473513894, -122.89517889496115 38.194289867235256, -122.89664972702721 38.198950801963264, -122.90258196305206 38.20006115524698, -122.90704280801391 38.19651064814337, -122.9055716425374 38.19184990114795, -122.89963996546021 38.190739473513894))"
882830a4a9fffff,2,24.0,13.0,35.0,"POLYGON ((-122.91302053567169 38.1800873054618, -122.9085607858044 38.18363819253473, -122.91003193990178 38.18829920395538, -122.91596317703983 38.18940914042541, -122.92042270112621 38.185858139995915, -122.9189512139047 38.1811973164626, -122.91302053567169 38.1800873054618))"
882830a4abfffff,1,13.0,13.0,13.0,"POLYGON ((-122.92042270112621 38.185858139995915, -122.91596317703983 38.18940914042541, -122.91743467574209 38.19406969959703, -122.92336603162109 38.19517907043378, -122.92782532974063 38.1916279567016, -122.92635349799725 38.18696758544501, -122.92042270112621 38.185858139995915))"
882830a4b5fffff,23,22.08695652173913,0.0,123.0,"POLYGON ((-122.9248378749193 38.19983917723305, -122.92037802924506 38.203390101056726, -122.92184988407061 38.208049943239594, -122.92778191767945 38.20915867372922, -122.93224153722974 38.205607636670756, -122.93076934934444 38.2009479823671, -122.9248378749193 38.19983917723305))"
882830a4c3fffff,3,13.0,9.0,20.0,"POLYGON ((-122.93976979131108 38.15877853668051, -122.93531268240625 38.16233040796087, -122.93678447931984 38.16699157163448, -122.94271371773931 38.1681006758406, -122.94717060037677 38.164548691255014, -122.9456984709114 38.15988771577811, -122.93976979131108 38.15877853668051))"
882830a4c9fffff,2,63.5,41.0,86.0,"POLYGON ((-122.93535479143382 38.144793538633934, -122.93089800347131 38.14834548540634, -122.93236944449438 38.15300736479407, -122.9382980060624 38.15411710918643, -122.9427545679145 38.150565049040615, -122.9412827943582 38.14590335788546, -122.93535479143382 38.144793538633934))"
882830a4e5fffff,4,12.0,0.0,41.0,"POLYGON ((-122.8982175950568 38.16854258368016, -122.89375739418522 38.17209324387846, -122.89522785904644 38.176755159426776, -122.90115885811835 38.17786622695469, -122.90561883358075 38.17431545329216, -122.90414803542963 38.16965372557559, -122.8982175950568 38.16854258368016))"
882830a4e7fffff,1,12.0,12.0,12.0,"POLYGON ((-122.90561883358075 38.17431545329216, -122.90115885811835 38.17786622695469, -122.90262966760207 38.18252769050095, -122.9085607858044 38.18363819253473, -122.91302053567169 38.1800873054618, -122.91154939298097 38.175426029775124, -122.90561883358075 38.17431545329216))"
882830a501fffff,1,23.0,23.0,23.0,"POLYGON ((-122.80924824996269 38.151833194113316, -122.8047830684844 38.15538176607501, -122.80625013882096 38.16004687686465, -122.81218272530982 38.16116322846838, -122.81664768338459 38.157614542576596, -122.81518027842318 38.1529496190209, -122.80924824996269 38.151833194113316))"
882830a507fffff,6,20.333333333333332,0.0,41.0,"POLYGON ((-122.80625013882096 38.16004687686465, -122.80178440969554 38.16359525807225, -122.8032514903837 38.16826010478976, -122.80918463497316 38.169376383138975, -122.81365014072469 38.16582788801549, -122.81218272530982 38.16116322846838, -122.80625013882096 38.16004687686465))"
882830a52dfffff,1,12.0,12.0,12.0,"POLYGON ((-122.77805169165543 38.15912576934524, -122.77358419810861 38.162673426435, -122.77505026346529 38.16733909837554, -122.78098415759546 38.16845692627764, -122.78545142838618 38.16490915514004, -122.783985027852 38.16024367015792, -122.77805169165543 38.15912576934524))"
882830a539fffff,2,20.5,20.0,21.0,"POLYGON ((-122.81365014072469 38.16582788801549, -122.80918463497316 38.169376383138975, -122.81065206081365 38.174040778518, -122.81658532709922 38.17515649158462, -122.8210506092908 38.171607882598735, -122.81958284880595 38.166943674418356, -122.81365014072469 38.16582788801549))"
882830a553fffff,3,24.333333333333332,9.0,41.0,"POLYGON ((-122.84043394327675 38.14453345203882, -122.83597107517359 38.148082936767445, -122.83743914883189 38.15274748558008, -122.84337042471459 38.1538623621647, -122.84783306876794 38.15031276362401, -122.84636466103757 38.14564840232045, -122.84043394327675 38.14453345203882))"
882830a555fffff,1,30.0,30.0,30.0,"POLYGON ((-122.82264115746285 38.141186488363005, -122.81817729444124 38.144735555164885, -122.81964468892131 38.14940074256963, -122.82557628081092 38.15051667579301, -122.83003992018395 38.14696749508611, -122.82857219136511 38.14230249507056, -122.82264115746285 38.141186488363005))"
882830a611fffff,13,19.692307692307693,0.0,61.0,"POLYGON ((-122.92808549183306 38.086391932485704, -122.92363075983928 38.08994447972243, -122.9251011108748 38.09460902883795, -122.9310265262281 38.09572084225906, -122.93548103252476 38.092168181414934, -122.93401034921436 38.0875038207667, -122.92808549183306 38.086391932485704))"
882830a625fffff,4,17.75,9.0,25.0,"POLYGON ((-122.86877762991925 38.092804205854016, -122.8643188153151 38.096355129837534, -122.86578715790978 38.10102107069624, -122.87171464843568 38.10213589959904, -122.87617323859966 38.09858486175667, -122.874704562727 38.09391910887997, -122.86877762991925 38.092804205854016))"
882830a627fffff,2,7.0,0.0,14.0,"POLYGON ((-122.87617323859966 38.09858486175667, -122.87171464843568 38.10213589959904, -122.87318333533507 38.10680138967959, -122.87911094564296 38.10791565391737, -122.88356931118123 38.10436450227002, -122.8821002910864 38.09969920019952, -122.87617323859966 38.09858486175667))"
882830a62bfffff,2,8.0,0.0,16.0,"POLYGON ((-122.88954637313046 38.08793076668487, -122.88508910093609 38.091482295207136, -122.88655810990267 38.0961478600102, -122.89248472402265 38.09726170813554, -122.89694177134784 38.09371006583332, -122.8954724294714 38.089044689195354, -122.88954637313046 38.08793076668487))"
882830a635fffff,1,16.0,16.0,16.0,"POLYGON ((-122.89395407712881 38.101926822104495, -122.8894964831528 38.105478276059316, -122.8909658474611 38.11014312719939, -122.89689313872327 38.11125633626481, -122.90135050767358 38.10770476859839, -122.89988081043656 38.1030401055878, -122.89395407712881 38.101926822104495))"
882830a639fffff,3,29.333333333333332,22.0,34.0,"POLYGON ((-122.90732422246465 38.09127147960248, -122.9028679467737 38.094823423783616, -122.90433763270713 38.09948834955952, -122.91026392702373 38.10060114287941, -122.91471997744574 38.09704908501176, -122.91324995886923 38.09238434752035, -122.90732422246465 38.09127147960248))"
882830a661fffff,77,20.194805194805195,0.0,142.0,"POLYGON ((-122.8777458321921 38.068150905526885, -122.87328865727945 38.07170239442215, -122.8747569669328 38.07636912290019, -122.88068278452141 38.0774841743198, -122.88513973490673 38.073932571522136, -122.88367109227985 38.069266031216884, -122.8777458321921 38.068150905526885))"
882830a6cdfffff,1,16.0,16.0,16.0,"POLYGON ((-122.94585974192658 38.08972654311963, -122.9414060079063 38.093279505100796, -122.9428770350165 38.09794341467949, -122.94880212820397 38.09905417370033, -122.95325563612796 38.095501098205546, -122.95178427700992 38.09083737721312, -122.94585974192658 38.08972654311963))"
882830a701fffff,4,20.0,12.0,31.0,"POLYGON ((-122.83021999442538 38.09432471067661, -122.82575864367504 38.097874612067, -122.82722564077098 38.10254156689123, -122.83315432257875 38.103658432655905, -122.83761544971895 38.10010841723495, -122.83614811871057 38.09544165008955, -122.83021999442538 38.09432471067661))"
882830a703fffff,20,13.8,0.0,39.0,"POLYGON ((-122.83761544971895 38.10010841723495, -122.83315432257875 38.103658432655905, -122.83462166423516 38.108324936910776, -122.840550466911 38.1094412380473, -122.84501137025548 38.105891108649494, -122.84354369476894 38.10122479210166, -122.83761544971895 38.10010841723495))"
882830a70dfffff,6,17.833333333333332,0.0,30.0,"POLYGON ((-122.8228250045772 38.08853998916995, -122.81836343040244 38.09208977647606, -122.81983008292941 38.096757181745055, -122.82575864367504 38.097874612067, -122.83021999442538 38.09432471067661, -122.8287530079036 38.08965749305823, -122.8228250045772 38.08853998916995))"
882830a711fffff,10,18.5,12.0,28.0,"POLYGON ((-122.85539986830445 38.10345648645259, -122.85093973587617 38.1070069188992, -122.85240775583235 38.11167278472502, -122.85833624182959 38.112788030287064, -122.86279615006156 38.10923748395669, -122.86132779654174 38.10457180595771, -122.85539986830445 38.10345648645259))"
882830a713fffff,21,25.047619047619047,6.0,73.0,"POLYGON ((-122.86279615006156 38.10923748395669, -122.85833624182959 38.112788030287064, -122.85980460624688 38.11745344526645, -122.86573321242646 38.118568126070265, -122.87019289627654 38.11501746590994, -122.8687241983781 38.110352238785424, -122.86279615006156 38.10923748395669))"
882830a717fffff,1,0.0,0.0,0.0,"POLYGON ((-122.85240775583235 38.11167278472502, -122.84794707646928 38.11522302804593, -122.84941510722133 38.11988863078859, -122.85534415105086 38.12100380245673, -122.85980460624688 38.11745344526645, -122.85833624182959 38.112788030287064, -122.85240775583235 38.11167278472502))"
882830a719fffff,93,22.150537634408604,0.0,200.0,"POLYGON ((-122.85839144476535 38.09523973634024, -122.85393185917182 38.0987903577035, -122.85539986830445 38.10345648645259, -122.86132779654174 38.10457180595771, -122.86578715790978 38.10102107069624, -122.8643188153151 38.096355129837534, -122.85839144476535 38.09523973634024))"
